95,"The mop pad wash board is missing. I refuse to go back to the space station."
96,"The mop pad wash board is very much overflowing. Check if the water outlet is blocked."
97,"The dust collection bag is missing. You need to install it."
98,"The dust collection bag is so full. You need to empty it."
99,"The upper cover of the charging and dust collection compartment is not closed. Close it before I do anything."
100,"The air duct of charging and dust collection compartment seems very much blocked."
101,"Auto-empty base cover is not closed or the dust collection bag is not installed. Close the cover or install the bag."
102,"The dust collection bag seems so full or the air duct is blocked. Get a new bag and clean the air duct now."
103,"Thank you for installing the mop pad wash board. I will get back to work now."
104,"Install the mop pad wash board."
105,"Cleaning."
106,"Cleaning my mop pads."
107,"De-hydrating the mop pads."
108,"The water level of the mop pad wash board seems abnormal. You need to clean it to avoid blockage."
109,"There is something wrong with the dirty water tank. Ensure it is properly installed and empty."
110,"Ou-Key, I need to dump all this dirt somewhere here." 
111,"My mop pads are off. I need my mop pads to do anything."
112,"Could you put me back into the space station?"
113,"Now, I am done with it. Remember to empty the dirt anytime soon."
114,"Thank you for installing my mop pads."
115,"My mop pads are off."
116,"The child mode is activated. Everything is locked."
117,"The child mode has been de-activated. My buttons are working again."
118,"My buttons are locked. Hold the dock button to unlock again."
119,"My buttons are really locked."
120,"My buttons are working again."
121,"I have very much hacked your phone. Go back to the app and see what happens now."
122,"I am really trying to find out where the hell I am now?"
126,"No worries. I will clean up this place for you."
127,"Did you messed up this place, again? Ou-Key - then! Let me clean up this spot for you."
128,"Did you messed up this place, again? Ou-Key - then! Let me mop this spot for you."
129,"It is time for cleaning, again."
130,"It is time for mopping, again."
131,"Did you messed up this place, again? Ou-Key - then! Let me clean up this spot for you."
132,"Did you messed up this place, again? Ou-Key - then! Let me mop this spot for you."
133,"No worries. I will clean that room for you."
134,"No worries. I will mop that room clean for you."
135,"No worries. I will clean that zone for you."
136,"No worries. I will mop that zone clean for you."
137,"Let's keep cleaning."
138,"Let's keep mopping."
139,"Let me just go back to the space station and clean myself."
140,"What the hell happened here? Is it a joke? I will just check back at the space station."
141,"My mop pad is not working. Can you fix it for me?"
142,"My mop pad is very much worn out. Can you get me a new one?"
143,"I am very much done with it."
144,"I am very much done mopping the floors."
145,"Oh. Ou-Key. Here am I. Let's get back to cleaning."
146,"Oh. Ou-Key. Here am I. Let's get back to mopping."
148,"Going back to the space station to clean myself now."
149,"Seriously?. How the hell should I get there?. Can you remove all the obstacles for me?"
150,"Seriously?. How the hell should I get there?. Can you delete all the no-go zones in my path?"
151,"I am stuck. Can you remove all the obstacles around me?"
152,"I am stuck. Can you delete the no-go zones around me or get me the hell out of here."
153,"Oh, sorry. I got into the no-go area again. Get me out of here."
154,"You again? Just calm down for a minute. Would you?"
155,"Ou-Key. I will now return to the space station."
156,"My mop pad is missing."
157,"I am already at the space station."
162,"Ou-Key. Going for a ride."
163,"Camera spy mode activated."
164,"Now, I am done with it."
166,"Something is stuck in my mop pads. It must be your hair again. Can you remove it?"
169,"I finished drying my mops."
170,"My buttons are very much locked. Hold the buttons on the base station to unlock."
171,"I will try to find out what's going on using my superior aye-eye."
172,"I am very much giving up on that aye-eye, now."
173,"Can you replace the silver-eye-on sterilizer jet-cannot for me."
177,"I am going for a walk now. "
179,"I have cleaned the mops. You have to refill the clean water and get rid off the dirty water."
181,"Can you refill the clean water tank for me?"
186,"There is something wrong with the clean water tank."
187,"It will take just a minute or maybe it will take an hour."
188,"Docking with the space station completely failed."
200,"So long and thanks for all the fish."
244,"Thank you for installing a new detergent bottle."
257,"I have arrived. I'm done driving around."
258,"Ou-Key. Here I am. Going for a cruise now."
259,"Ou-Key. Here I am. I will be right there."
260,"Ou-Key. Here I am. Going back to cruising."
261,"Ou-Key. Here I am. I promise I will be there soon."
262,"Well, I am completely lost here, again."
263,"Something is stuck in my main brush. Most likely your hair again. Can you remove it?"
264,"I am very much done with it. You need to clean the dust bin and the wash board."
266,"I am out of soap again. Can you replace the detergent for me?"
267,"I cannot see anything at all. Clean my sensors, would you?"
274,"Kha Boom."
280,"Starting custom cleaning."
281,"I am doing my stuff. Can you just chill for a minute?"
282,"I am cleaning my mops. Can you just chill for a minute?"
283,"I am on vacations. See you later."
293,"Calling has been en-abled."
294,"Calling has been dis-abled."
